time,F3(gamma),FC5(gamma),AF3(gamma),F7(gamma),T7(gamma),P7(gamma),O1(gamma),O2(gamma),P8(gamma),T8(gamma),F8(gamma),AF4(gamma),FC6(gamma),F4(gamma),F3(beta),FC5(beta),AF3(beta),F7(beta),T7(beta),P7(beta),O1(beta),O2(beta),P8(beta),T8(beta),F8(beta),AF4(beta),FC6(beta),F4(beta),F3(alpha),FC5(alpha),AF3(alpha),F7(alpha),T7(alpha),P7(alpha),O1(alpha),O2(alpha),P8(alpha),T8(alpha),F8(alpha),AF4(alpha),FC6(alpha),F4(alpha),F3(theta),FC5(theta),AF3(theta),F7(theta),T7(theta),P7(theta),O1(theta),O2(theta),P8(theta),T8(theta),F8(theta),AF4(theta),FC6(theta),F4(theta),F3(delta),FC5(delta),AF3(delta),F7(delta),T7(delta),P7(delta),O1(delta),O2(delta),P8(delta),T8(delta),F8(delta),AF4(delta),FC6(delta),F4(delta)
5.5,481.4150987,392.9375184,209.2631449,570.1579531,758.6365533,500.6064443,869.8347552,1177.662926,610.4952509,796.1770444,330.7195591,344.5934868,567.8203482,367.9838742,197.5438896,158.2323543,77.56340207,155.4746601,294.7230582,138.9511939,188.3977961,583.5789886,319.9819916,510.0176851,147.4771101,125.7575591,278.8692221,64.37179221,129.289691,21.82294001,66.00575165,133.499891,351.7695441,302.8602469,434.8275431,546.3033238,236.1190722,322.9913923,54.92105853,132.2098278,194.346217,22.20456431,768.8137544,310.9708092,280.3523767,462.1702984,514.7890501,417.8183055,556.9430017,281.0079442,222.8010535,308.5290822,655.0404248,648.1149763,629.8606681,269.6603266,5625.964,19978.412,41597.616,55438.831,64420.764,2174.616,94244.79,7129.504,11549.091,21167.21,286.827,47120.016,11939.239,30930.096
5.75,4359.467509,346.9775527,1164.563293,453.1828618,588.0034625,505.308635,685.3026859,564.1719218,414.7538421,926.8270476,453.1193533,1275.589916,868.0238396,2028.158302,2316.933622,51.20767106,617.3739617,182.3632004,268.8686359,251.0343575,276.6596175,257.8714188,240.3970496,501.8343899,274.9950012,728.5046718,475.6593341,1127.618132,2256.6049,295.2125511,693.5940486,97.09997533,324.8239995,75.31609408,193.2975046,281.3844737,296.7177259,505.1840147,109.6021695,657.6085634,410.1158626,1212.19447,7916.584663,352.061084,1960.954832,328.5674573,1315.033101,903.0389711,547.9502351,601.1906264,1095.761253,1909.276668,1078.784001,2363.101217,1470.921144,4229.423013,1466.964,19731.412,43887.616,52673.831,62027.764,1846.616,93469.79,6555.504,10955.091,23043.21,44.173,51656.016,15121.239,35547.096
6,7076.300008,1420.147051,2595.731252,714.734525,946.4206098,996.6774725,1224.833929,791.8391416,1117.336081,1505.986487,1571.933998,2009.199472,1344.662277,3553.688466,3351.834136,492.5981734,1095.919059,220.1890904,307.7065513,323.4904752,630.5969434,373.6143923,534.3004522,698.0606321,830.3133602,881.8735284,720.7688935,1619.620469,2750.752863,258.8613446,646.3856266,366.7965179,385.912687,241.4880095,116.8098747,647.6316492,569.1942781,380.5313008,386.4947312,800.5755145,239.594491,1436.821261,17172.22055,1646.148899,5589.648744,943.3884692,2591.654965,2210.479973,2200.956727,2484.409255,2826.878635,3596.771326,3284.03681,4791.391808,3111.730969,8846.169826,28310.964,16981.412,38709.616,52523.831,67198.764,3405.616,94789.79,4939.504,8921.091,27318.21,2232.827,41563.016,17956.239,21209.096
6.25,1708.35821,392.9256172,909.793012,732.0747437,575.9914822,445.0688105,1970.04246,769.4130456,415.3487424,508.6731827,531.8612554,1063.187086,725.0227318,1376.979091,650.5863826,99.14400815,318.4981485,280.3779271,207.2017384,76.96133359,659.4979398,641.8307133,215.1685221,141.0704349,63.81246536,364.3280888,319.2253414,470.3127849,838.6894294,316.1971511,563.6020753,599.352709,108.055333,257.1150869,819.5019644,166.5094896,318.3818594,430.4576231,488.2717464,684.1807375,626.5703748,631.0940632,3179.974967,290.4211537,1085.375604,639.5519381,362.5201717,302.2640032,381.8836874,228.1874275,513.1087245,602.0717921,343.376257,1218.35653,380.444678,1981.777532,11582.964,11540.412,44520.616,52556.831,65117.764,234.616,91304.79,9927.504,14287.091,20060.21,10603.827,43314.016,6677.239,27420.096
6.5,3601.139264,526.1026086,1100.614962,548.3105271,335.5139201,459.0517649,1321.655617,1017.039499,586.508149,425.7142385,705.3727803,1110.873482,633.4935749,1984.553261,2685.208945,146.9670628,768.5254811,231.2414816,298.9538666,176.4615005,121.4394711,495.6588606,451.2694472,272.3727287,366.3641302,640.2839582,323.667987,1429.974324,1864.96548,289.6401657,533.8363438,265.9718213,291.9040046,65.71871741,254.3871023,228.9299617,267.796302,222.2857468,329.4515699,440.8083402,248.3850242,1014.331251,4257.115611,819.8595337,1179.768291,1332.485099,504.107783,418.366787,447.6239882,621.7597336,469.0312949,564.2379976,893.7496736,817.0212324,670.3941859,2218.547221,10602.964,9621.412,45887.616,53333.831,62725.764,329.384,91890.79,10294.504,13867.091,17331.21,10656.827,45296.016,4497.239,27561.096
6.75,2404.359654,618.0123432,785.1618469,647.5464812,911.9754361,534.3825164,1890.410713,1634.964178,550.4858307,659.4937963,635.0284431,841.572464,532.7760191,1237.858738,623.5971051,266.0152387,341.2242222,216.6685352,255.2072012,152.6182861,462.9272556,299.7669878,146.9229914,324.191461,305.852192,446.4888283,292.9322716,403.4287627,1425.853514,176.2590393,406.4182177,206.1337294,315.3072554,184.5619384,415.2852682,292.5115245,194.9573585,48.44698065,13.97454228,420.5467544,81.84490629,826.6183049,4168.271783,218.6059216,1291.747051,416.5580887,1087.255932,672.371971,684.0656849,745.4682967,963.4683336,1245.57517,1089.999657,1183.044031,812.7179545,2172.785793,22107.964,13223.412,40896.616,50474.831,61905.764,198.384,92033.79,10893.504,13536.091,16578.21,8770.827,41326.016,5032.239,21051.096
7,1016.499635,626.0922576,491.0139369,673.1744108,745.540289,367.6952535,674.793225,1312.292106,651.1841233,596.2722712,549.3016998,535.3760325,557.597544,616.6376082,575.1537744,222.2431528,250.7644546,292.207108,315.3536475,204.5145099,228.7740251,446.6898293,183.5287531,106.2464386,184.3970356,197.8125041,130.099645,332.4594773,360.4269226,305.6764234,283.8030288,399.493602,262.8026822,125.0610559,472.0731685,294.7555682,308.5482399,302.4112849,492.4094752,233.3292931,407.840338,233.0080769,3075.825921,460.8190917,1029.439183,450.6026473,560.689758,206.5595031,320.6764129,123.0929638,282.7510848,407.717125,366.6022546,1235.252053,435.5975505,2070.494652,2942.964,13636.412,45133.616,49145.831,57461.764,2695.384,91262.79,13247.504,16029.091,12153.21,11350.827,47708.016,3292.239,31479.096
7.25,4826.048588,398.5698499,1516.339282,556.3754084,610.2511252,708.5946759,1229.65977,889.0719404,695.4999415,895.7322217,853.473823,1700.239375,1086.151735,2900.796335,1796.041098,52.49226789,495.7249136,224.7460925,370.1241761,322.4347861,444.9510092,295.4067576,309.0888704,397.0708777,407.5159792,609.9520785,431.6607399,1076.477475,1342.662829,144.8361587,224.8834944,125.5175238,257.2979146,171.8459147,402.6685498,339.4136764,410.116011,456.2566647,509.3391443,301.8096507,456.6119717,771.3352479,4533.378941,245.9011066,1379.479505,94.58357199,539.5173144,678.3872387,880.8941086,1257.604674,669.4771722,1388.978943,630.3108962,1598.732145,1107.360452,2899.959451,13688.964,15104.412,39057.616,47537.831,55756.764,1066.384,94275.79,10097.504,13939.091,15852.21,8888.827,42086.016,6791.239,22473.096
7.5,6722.868313,411.3273948,1659.741995,752.524434,1635.236928,1011.611902,1605.463109,1458.209168,1204.538938,1735.967361,677.4152044,1762.40881,1255.133512,3552.936194,1655.81743,121.9109589,538.325181,257.4232645,484.5595211,294.5148263,235.7970816,454.5673702,515.2582068,649.9157145,204.0695699,648.5459528,396.0978506,961.3543022,3012.090977,365.6714855,1064.915571,43.25920004,438.1159083,372.3995034,657.5889,398.90613,280.6798389,399.5629157,122.2705984,1081.523377,174.0438925,1701.076824,14974.03884,1341.556691,4680.53157,1152.580275,2425.91368,1387.020802,1380.284863,1560.078676,1948.508034,2441.420791,734.0376499,5448.799807,1386.993548,8850.870406,31959.964,15870.412,33397.616,47173.831,57386.764,209.616,95618.79,7891.504,12950.091,17587.21,4514.827,34004.016,10511.239,10813.096
7.75,8409.27621,558.4057239,2518.247652,644.5698428,1147.80201,801.3331185,1179.208517,1849.848584,965.8316478,1110.101709,926.4365996,3039.294409,1077.745608,5488.917159,5380.769675,249.9511645,1725.816472,265.47631,619.9664211,525.2228834,983.0628237,902.8188567,524.8650287,611.2635936,364.9720045,2167.10049,527.4897863,3666.678874,6073.039265,353.6534199,2108.08153,309.1724324,513.084621,438.8682553,822.8340345,1035.936581,799.7219032,723.5985913,495.9128815,2393.886421,601.0261956,3897.459365,4427.730668,579.8080425,1961.57805,475.8755605,414.1785478,435.6688568,358.0048594,375.9432466,497.8060428,394.6936545,425.4115187,1602.377818,487.3081456,2240.437383,150.964,12357.412,41323.616,47290.831,51580.764,3795.384,90006.79,14793.504,18767.091,7868.21,8722.827,44399.016,3629.239,30248.096
8,1227.010199,1604.985902,943.9606432,1165.979403,1255.650783,1445.784337,1581.557346,1127.864529,1215.916132,898.947339,1170.884073,1038.998076,1187.73187,1090.965898,486.2744687,955.1991737,684.4258027,875.6853063,926.520249,880.2040034,779.3319578,609.393726,798.7242811,652.1333192,957.4763337,693.6240192,914.2056659,576.1154177,253.4014687,535.5437133,219.1019662,415.0521163,723.6125823,760.440228,978.9398137,697.84993,718.520628,639.0279297,598.4069268,367.7887374,746.4780514,193.1020624,3501.590792,890.169154,1738.935708,929.5570621,812.2058785,542.4536762,652.8712945,958.7243082,510.7751193,1019.827591,994.3466577,1840.286028,883.1613737,2439.848124,6293.964,4885.412,42287.616,54014.831,60093.764,6189.616,99151.79,7370.504,9619.091,14525.21,369.827,47854.016,11510.239,32663.096
8.25,2094.42394,496.9494399,1146.025963,563.5416417,655.4670111,423.1605189,853.5680749,1210.982184,493.8583181,739.5765895,428.5148269,1284.018889,990.3726227,1706.007301,343.5558164,296.4728305,262.4713603,191.8852115,155.3128897,19.30589396,138.7645882,293.8197403,128.543372,214.1502257,112.7329486,253.4978915,218.3267151,238.5009686,1090.231174,215.9828208,302.3709208,307.0626719,93.8549578,108.3457616,291.0743543,742.3532952,354.0184661,451.0573054,306.9504432,463.8448257,456.5376648,705.1388401,1703.413196,89.80643264,904.7169529,271.0292669,376.8249369,302.292043,313.0050647,405.1591045,239.2710359,969.3949253,514.158806,1409.354794,731.5465614,1761.398884,22045.964,5537.412,34529.616,50395.831,57400.764,5405.616,97896.79,9204.504,9073.091,10621.21,2926.827,37762.016,8812.239,20520.096
8.5,2430.580681,572.7261578,600.5783274,779.2353602,1266.879211,974.0602348,1318.942751,1954.13318,1233.556704,914.7890016,466.6723348,752.6518346,561.2719886,1132.797652,752.2078732,209.3481002,181.9748486,221.7888776,553.949299,349.0506181,443.9024058,924.9431434,563.2589249,321.6004385,153.1568602,284.3194967,344.4895007,326.8478416,1392.765298,186.1484986,353.4502608,320.1304565,428.677739,77.40468691,261.9480021,532.6515401,463.6610001,441.1537261,153.1440147,333.0773309,206.8077134,736.3226431,3770.512103,517.0454149,973.8474989,804.0902364,1193.855343,716.9778271,741.2673096,873.7227434,1169.330173,854.9587433,511.2725605,1025.585095,322.7092506,1951.253864,15120.964,7714.412,34066.616,46430.831,51225.764,2946.616,95530.79,11299.504,11625.091,6861.21,3018.827,38749.016,7590.239,23495.096
8.75,582.557162,532.3120352,746.4316419,508.2781347,545.5228286,528.5055825,578.7306375,1171.549569,437.7538183,497.7115507,837.9034649,651.9058188,779.4725561,894.4219866,144.9671099,132.8214781,237.5940001,220.5999887,209.4156078,67.82787577,319.9489269,627.6313041,57.7286518,59.83682058,282.997252,248.1057505,175.1673349,283.4997476,117.9518171,40.18138213,114.2548779,61.75414938,308.4360531,181.6546373,431.01869,788.8339786,72.26269317,234.9846469,383.3090356,137.1384647,174.1012673,82.03114043,926.3090881,452.2302534,695.5661138,688.7709957,457.9614938,380.122627,313.763266,438.5409197,223.7224675,207.2008663,626.3117778,652.5539017,39.35687875,801.5699985,14020.964,9577.412,31775.616,43815.831,47338.764,679.616,93970.79,14763.504,15852.091,4397.21,1643.827,36764.016,6522.239,21090.096
9,3207.228401,444.8709904,1437.377752,475.3630613,565.5344941,420.0968548,722.9586109,651.2260472,565.8031563,799.2407979,319.4283614,1051.97364,1001.633746,1866.907859,1229.809964,97.7291165,456.0469949,114.5196296,93.67509341,66.45809843,436.1023175,254.0011515,396.0392374,543.5183348,273.0816077,218.2956622,519.6110737,585.1074411,959.119079,52.45571639,408.5921468,87.58601368,90.99995385,64.11702679,375.544938,242.4548408,131.6012897,79.04941804,73.05345365,346.8471702,275.6627238,589.5835143,3686.295317,340.4570476,1485.298127,262.5516393,71.2296049,207.0563304,339.5086636,366.465456,300.6787574,373.4632681,32.89732991,1442.973931,777.4662251,2376.448934,24542.964,10634.412,26131.616,41555.831,44286.764,9.616,93299.79,16090.504,15963.091,5736.21,324.173,31940.016,8273.239,13177.096
9.25,2175.80055,406.6834661,560.3977453,569.4675696,694.452936,594.9561337,1168.012023,731.3534288,776.2459411,1010.781078,792.3281832,646.7790459,725.5814043,1295.182449,1914.694002,66.65372086,496.0514658,224.6852699,437.5832535,342.7374828,687.2465639,545.1717377,375.3040484,337.2737151,209.2481258,594.6799754,177.819816,1061.438195,706.4345447,140.3639291,366.0526927,235.1671469,142.4225932,44.37080624,342.8177762,275.4065073,229.9692258,119.7376872,229.3567953,297.4265572,150.809184,354.6862886,9352.185965,11.85488992,2341.924655,1650.619388,1702.511623,1263.131186,1079.460312,1073.547757,1616.169382,1893.074909,1493.731142,2833.438274,1303.89091,5331.732598,36854.964,12376.412,20982.616,40734.831,43286.764,1302.384,91630.79,18349.504,17595.091,4999.21,1330.827,26678.016,9369.239,6173.096
9.5,596.1714309,397.4080345,475.4323669,466.608322,439.9694416,346.4446598,509.4825335,743.5990099,605.1403649,483.6389262,1057.63529,587.9951465,662.2458553,439.567631,140.7610464,133.7668063,194.6334567,238.487372,176.8980392,33.5987281,227.1925018,366.4981325,122.266034,102.5334183,165.0407636,229.2093979,185.6287846,179.2620826,178.4788165,70.9639633,196.7852013,254.0407941,99.2213036,159.499028,359.9565188,89.86716285,273.3385807,215.3139669,427.2918646,257.2742968,257.4474295,274.3266612,948.9298962,534.8887826,582.7018928,479.8160007,280.5695661,192.5312988,275.7699166,270.0151509,164.9786563,367.8945464,920.2357824,194.9567666,603.8292881,319.618561,18733.964,13329.412,24255.616,37175.831,38880.764,3619.384,88883.79,20818.504,19257.091,912.21,1377.827,33895.016,7815.239,18533.096
9.75,1515.220568,417.3745995,684.5981416,529.6999953,434.4787709,377.0389356,445.0035499,1094.220057,400.3246228,251.7389784,596.1312886,670.8312757,485.5051064,885.2742839,441.744536,104.4641821,284.320368,218.4705928,54.10008993,121.9086754,127.5777452,632.9515587,114.4434107,96.05002216,146.0504032,109.2566745,93.59587081,160.9003633,681.5975546,109.1972635,291.8205331,146.4280146,262.6196056,151.3558097,136.0425508,446.1618283,75.15195922,137.3404848,270.208008,298.3271373,70.9924753,425.141581,1805.835217,433.5388265,1068.632348,896.1679219,235.4851431,146.517942,189.6289198,68.382866,95.05854798,359.5067583,873.3378677,1157.767246,516.9770969,1116.412418,19717.964,13622.412,23418.616,37104.831,38161.764,3617.384,88585.79,20987.504,18418.091,168.21,2153.173,34864.016,9231.239,19813.096
10,3171.750798,426.1415086,1044.392279,374.5973318,778.5013957,440.8749503,1182.507087,1203.945185,516.6183256,615.0617553,712.7814053,1356.068419,485.0832067,2109.592719,729.7362731,90.822924,320.6090873,272.485586,191.0336616,240.8434899,384.9193169,284.7661412,135.5255508,270.8926183,188.9852083,305.2846881,119.261972,526.8637426,1627.492041,47.41040679,624.9825043,132.068566,252.0973235,231.5663402,256.7117636,308.250638,357.2851092,315.2731645,146.6217761,855.7740393,268.0830662,1058.564967,6072.534678,315.0071589,2064.471092,247.1039321,1004.765234,390.1145895,238.461061,569.1109011,922.8786396,822.760204,476.8441003,2576.186573,673.0183815,3737.148244,36551.964,13516.412,16472.616,36780.831,41939.764,1777.384,89409.79,19867.504,15842.091,1121.21,3526.173,27241.016,10221.239,9287.096
10.25,4172.334146,413.2050819,1052.775471,365.3458244,777.7465173,716.5269016,725.6725153,730.5503246,638.641402,840.0395521,610.2827361,1124.66564,966.2152924,1940.453286,1524.782725,266.4915318,394.5543364,146.354534,312.0240678,289.8511129,247.4164479,294.0200009,196.2972879,445.0877945,371.1140344,473.6327447,494.0946245,720.3507816,2138.389376,61.25684182,479.2516481,187.0693816,417.4049095,334.8576943,504.0679627,309.8534953,339.1030698,456.3845903,393.6397046,530.2773465,445.0451232,1036.75768,7185.684643,194.2567761,2275.309148,744.7320278,847.6474792,735.2027995,627.8699607,926.2621097,849.2696224,1116.521968,693.9084783,2218.623089,925.5950876,3634.327961,22421.964,12735.412,21241.616,37856.831,39071.764,5107.384,85843.79,23448.504,18229.091,1943.79,2956.173,30208.016,8899.239,14588.096
10.5,1945.651594,462.2154593,892.8176579,374.818534,412.5694029,288.3879795,1012.197169,1435.950822,601.0213319,837.7672171,729.3114824,1105.925807,636.8210593,1328.81925,508.4526864,230.6159602,301.4305541,106.8804192,177.4536719,93.65755735,257.6529685,593.7458249,291.4663696,263.8401476,196.079105,368.0532232,187.9616987,385.6458801,875.1063399,256.2130781,471.3898401,164.2410124,241.5517123,87.79153339,476.9880058,504.4707968,182.9678001,155.1812217,123.63072,617.5102948,45.72176652,657.5094671,1152.59852,180.2804942,352.0581866,136.3802547,654.3156686,406.9429999,247.4949436,295.7088416,396.168574,223.6503889,74.56234528,633.1128953,103.6268572,799.2360479,21264.964,14849.412,18716.616,36905.831,38058.764,5717.384,84689.79,24532.504,19095.091,2911.79,1062.173,26837.016,6549.239,12265.096
10.75,9134.343029,466.5289753,2120.574628,1135.618726,1684.699779,736.6117766,530.3772993,1047.906437,1308.137062,1940.589669,1918.704996,2817.717134,1818.172374,5148.078886,4354.052305,277.1271488,917.8265854,589.6327376,1014.309634,423.2991396,187.4276864,347.9552576,764.3989302,1063.284609,945.7347986,1333.058064,971.6432457,2434.190588,3218.913188,45.01035608,786.2890729,466.3101464,632.6874951,175.2298912,45.17644147,433.2739926,405.5055072,677.1531262,692.3963567,943.7435217,654.3595955,1867.852748,7937.792488,749.4201605,2257.732311,507.7194347,1231.284683,393.9417025,433.1332539,525.6752649,833.1044881,1247.502591,944.5802009,2825.951929,1176.10489,4454.430439,44866.964,16517.412,10923.616,37838.831,39046.764,4562.384,86005.79,21791.504,17279.091,2396.21,3865.173,18166.016,10000.239,1825.904
11,10917.33364,245.3660445,3122.681295,1114.087656,1599.003293,959.8446578,1166.694821,1495.884583,1157.111545,1730.202434,1449.202692,3492.445519,1364.277216,6512.33451,4186.610532,104.1210292,1134.096649,434.7831101,700.7565543,458.7336138,485.0611258,161.6117889,318.0885653,548.5517162,496.9751936,1393.344008,344.54078,2542.184699,4111.379217,209.973694,1133.291832,283.0946111,622.6739132,275.5015447,530.4377287,587.6985128,457.9338729,772.5397171,766.0455985,1354.229064,673.4528069,2447.883747,5689.489582,257.2272784,1347.983883,881.6241354,1058.126552,598.2943088,682.174045,484.1574215,542.1275049,1002.856378,998.3203715,1840.610524,789.5957409,3591.530198,33016.964,16880.412,15662.616,37769.831,37768.764,7217.384,83639.79,23903.504,18623.091,247.21,3103.173,21806.016,9467.239,5643.096
11.25,2348.306307,497.314497,680.5376586,731.2902702,505.5019967,359.7570082,842.6317992,1096.837628,406.5160262,345.1220979,412.303149,406.2879561,464.6382402,1060.43406,920.9874056,183.5361296,311.5023917,250.6648893,192.8135106,121.1374728,430.8698363,254.3353992,228.5868792,171.6927761,130.8334396,228.178464,177.9278598,443.1230694,749.7948813,274.5347475,282.8520517,373.8277498,316.9831988,222.3312885,214.6537775,47.17794377,244.6183252,167.9052391,150.9102925,163.4231859,99.12321423,258.0452231,2936.784849,692.4791917,1274.072335,497.8843258,397.0105899,329.5046632,215.2394678,470.5929668,298.8832261,321.4750439,301.5422606,1024.866935,307.4477176,1691.808694,22408.964,17144.412,16843.616,36295.831,35951.764,7590.384,82374.79,24763.504,19921.091,3448.79,384.827,25892.016,6866.239,13116.096
11.5,1067.335311,359.6920955,503.3239672,496.5138822,276.4964133,346.967518,1074.870863,1707.446101,474.7823527,658.3381738,370.9586617,344.1319518,382.7154078,625.1086459,426.0738703,94.82676714,342.0935218,541.7955045,152.2325305,166.6832928,319.1244618,693.546142,449.2112151,372.8583407,227.7951818,157.9727134,323.7225847,386.2717923,567.1373507,384.4073273,252.0420731,496.5082446,287.0836447,172.9036098,433.6057913,436.2805169,354.817602,529.7167602,364.6033329,252.9092606,314.9011119,366.9887246,1731.033533,632.7909811,612.1062894,370.9722489,369.233446,541.4951129,162.3314656,180.7369499,277.8978459,378.1221401,349.8754944,719.247027,283.3697702,1002.311261,26016.964,14616.412,16233.616,37836.831,37512.764,6488.384,82309.79,24374.504,20264.091,4600.79,22.173,26490.016,6763.239,12042.096
11.75,4310.480694,427.4856707,1264.048624,366.0677889,799.0518833,657.1548376,799.3080707,928.4923176,741.2433402,764.9166289,780.3699943,1419.910806,667.8292492,2260.783832,1030.67202,127.38228,250.4010731,119.7238301,262.5700834,343.7914271,201.5538573,682.6848741,297.6712039,252.417712,231.1228526,388.8767692,277.6496155,473.7399229,2274.533159,14.759135,493.2479513,284.0687753,521.0716396,244.2804692,133.3000528,398.4405024,513.0737489,737.8614176,634.4553254,345.1539676,644.1397638,1038.128264,8970.532306,781.5270502,2801.54509,616.6424873,1671.229663,1133.787418,1081.359084,960.6666291,1372.980017,1757.98688,1519.125977,3369.164158,1194.337991,5343.802652,50165.964,15028.412,9255.616,36951.831,41225.764,3538.384,84468.79,22169.504,17393.091,3004.79,1732.173,17597.016,8156.239,2607.904
12,5573.638131,615.2799628,1838.800005,387.6414334,935.7571497,612.9936006,790.7874077,1090.932628,537.6618733,616.8037363,584.8477589,1952.493405,607.442695,2697.097509,2280.161218,277.0664512,785.9142103,150.3354736,332.5663603,221.5638355,361.1513639,498.4814958,222.0099498,286.4074662,92.12802626,721.3806604,153.0750148,1092.60062,1648.117061,191.8360361,618.555438,69.92543037,199.8510045,157.0290731,515.8248437,408.8228869,55.54215048,68.98194377,68.79442811,658.786753,83.93955623,826.4897185,10217.6576,928.6657355,3271.487078,470.1244398,1413.082729,1028.498678,883.0567997,1170.464191,1191.941376,1090.180424,449.0621397,3529.585669,769.8669306,5408.891487,22624.964,12720.412,20074.616,36929.831,38565.764,5186.384,82455.79,24344.504,18646.091,3449.79,2996.173,29393.016,7826.239,14235.096
12.25,1052.51126,352.3176338,404.4334966,1054.516339,361.6131188,399.3845641,1036.347297,689.760663,370.5523061,479.6230488,578.7450219,737.4603375,540.2209142,651.8372306,362.9443603,174.4461075,203.5893433,197.0574404,298.9187525,124.264207,328.7477537,471.4342614,169.7384314,235.3353581,81.19714277,134.0061508,200.8659062,255.6114528,1045.958635,129.7791834,395.6493296,145.7361476,156.8768125,135.8574248,352.7960148,57.36272704,131.8748851,345.130519,233.5461681,451.1009896,162.6983776,685.3279948,903.1979404,339.5875833,312.3428304,1066.617424,292.7444113,53.09521223,179.4834465,257.8437895,580.8951048,168.1340472,619.8549601,583.7954666,779.1717011,294.8552776,25905.964,10956.412,18377.616,41249.831,39558.764,4958.384,82711.79,24614.504,19279.091,2256.79,4338.173,25928.016,7249.239,8312.096
12.5,4563.402896,391.5297299,1438.466578,603.1206147,593.0944404,481.9769625,734.4691491,927.9104454,583.4608676,582.2954585,606.4736369,1696.273304,539.5784518,2481.01563,1518.661313,68.0529419,442.9696588,211.6237046,248.8738053,259.3700114,409.7950831,174.9255754,297.4895903,276.005817,222.1983972,544.4504175,195.7055978,756.8410356,1228.688952,107.029939,183.0083973,138.5020114,109.0266008,69.88187613,141.8332495,108.3146352,117.397695,113.727203,486.5124734,284.613112,346.8364195,495.6936592,12730.41516,565.1134584,3814.641194,1118.690358,2073.601991,1094.998426,948.0841729,1231.917769,1410.174253,1661.134434,1156.410224,4567.134725,1525.834075,7028.134455,45917.964,11972.412,12056.616,43405.831,42194.764,3107.384,84293.79,23009.504,17337.091,532.21,5256.173,15837.016,9112.239,4995.904
12.75,3373.410514,537.5748528,878.6167868,375.9476653,780.1000567,235.293677,440.001637,990.3057089,530.1834151,947.9049402,472.0720358,1340.949579,717.9249452,2380.624136,1139.832243,246.3379821,322.0824004,137.2884461,384.8894249,221.3895792,179.6052983,506.8538273,348.4001626,495.2668064,287.4654534,422.9608039,412.8222193,830.5075589,1857.416556,86.78856095,364.7575317,195.3403718,375.2338305,91.35096813,131.2035828,284.1428371,258.2308547,507.0056901,313.2652398,530.4047681,410.4846254,1134.010326,5494.206103,675.7599818,1707.817631,370.0183891,1136.738301,529.2466532,504.167612,1071.262054,880.9440105,1340.937555,350.1364455,2369.00771,930.4624567,3823.643524,27757.964,10423.412,18221.616,43232.831,36778.764,5490.384,81873.79,28332.504,20799.091,6826.79,4291.173,22848.016,6156.239,6021.096
13,3082.679684,697.0849182,1516.830692,457.5417873,449.8781722,639.691795,1147.757522,1343.683313,582.5649476,669.564437,597.8895872,1460.763751,582.041342,1878.575328,1401.717914,361.8440044,610.3835035,313.5259422,251.5917964,419.956045,595.5517138,265.9331379,250.2385621,387.7883218,307.6202269,592.0794358,305.9581906,772.3333859,574.3110993,258.5891234,311.0625501,141.7947907,141.027898,258.9301907,402.3579251,170.2355752,154.0414212,209.178803,239.5271372,308.9557098,230.3311324,348.6883275,806.5886114,480.7071733,874.1485081,536.1821935,613.8521618,149.3457458,525.97781,1053.286096,584.8996555,332.2489825,340.734665,1360.191978,649.9393199,1032.186982,27634.964,7983.412,14784.616,41018.831,35448.764,2884.384,85340.79,30677.504,21699.091,7204.79,5214.173,22700.016,4955.239,9655.096
13.25,3971.192838,490.1695901,944.8579583,619.8126453,678.8068047,387.6141362,695.7357699,786.232169,636.485611,832.7036843,660.2690178,1141.93299,651.4951478,2202.905486,1721.239278,195.4273911,309.9954173,335.4471859,334.6903864,102.0219393,145.8297051,446.875695,241.5835082,380.9207727,356.9098295,435.9581785,369.8067826,917.3355231,1611.591736,167.7928955,506.5612066,140.3738774,241.5514914,2.419224949,162.7085947,306.9081018,201.9845425,202.7346078,253.3714223,594.0227967,236.8345916,980.4622712,8665.110062,442.1420933,2629.364516,339.1138515,1293.36547,859.8511643,721.7180265,986.5980877,1453.393857,1391.059674,524.4566039,3205.848064,605.3979728,4873.873972,51178.964,5836.412,6273.616,40931.831,37848.764,39.616,88807.79,32159.504,20618.091,5776.79,5188.173,12143.016,4357.239,4733.904
13.5,4115.19415,433.276078,1481.126141,506.683649,492.9090831,637.0203142,970.8045576,903.6893167,442.2339425,353.4131675,1077.210598,1368.95243,477.0052621,1955.874073,1669.528183,245.4811238,707.9583944,218.2529344,167.3369003,116.6005329,476.5564994,128.5556109,168.4528254,134.4532904,228.5191246,645.208749,132.2475254,841.4828227,1099.871953,112.8658154,275.778081,239.5779522,252.7517005,282.1842277,336.008674,222.4649588,221.5300318,355.8281432,598.1065101,261.6317099,343.2264518,409.733503,8470.356901,622.4063857,2840.547739,729.2772237,1030.297255,1403.439261,1133.446548,1137.5974,932.9388302,813.0867242,1350.542992,2477.21799,865.9181914,3881.19822,31651.964,3918.412,13846.616,41673.831,35379.764,2998.384,85825.79,35154.504,21534.091,6140.79,1117.173,19662.016,2638.239,5804.096
