channel,freq,C1,C2,
F3,9,1,2
F3,19,1,2
F3,38,1,2
F3,43,1,2
F3,52,1,2
F3,57,1,2
FC5,14,1,2
FC5,33,1,2
FC5,52,1,2
FC5,57,1,2
AF3,10,1,2
AF3,29,1,2
F7,3,1,2
F7,6,1,2
F7,7,1,2
F7,8,1,2
F7,9,1,2
F7,10,1,2
F7,11,1,2
F7,12,1,2
F7,16,1,2
F7,20,1,2
F7,21,1,2
F7,22,1,2
F7,23,1,2
F7,27,1,2
F7,28,1,2
F7,29,1,2
F7,30,1,2
F7,31,1,2
F7,32,1,2
F7,38,1,2
F7,39,1,2
F7,40,1,2
F7,41,1,2
T7,5,1,2
T7,9,1,2
T7,14,1,2
T7,19,1,2
T7,38,1,2
T7,47,1,2
T7,52,1,2
T7,57,1,2
P7,0,1,2
P7,1,1,2
P7,2,1,2
P7,3,1,2
P7,4,1,2
P7,5,1,2
P7,6,1,2
P7,7,1,2
P7,10,1,2
P7,11,1,2
P7,12,1,2
P7,13,1,2
P7,15,1,2
P7,16,1,2
P7,17,1,2
P7,18,1,2
P7,20,1,2
P7,21,1,2
P7,22,1,2
P7,23,1,2
P7,25,1,2
P7,26,1,2
P7,27,1,2
P7,30,1,2
P7,31,1,2
P7,32,1,2
P7,33,1,2
P7,35,1,2
P7,36,1,2
P7,37,1,2
P7,40,1,2
P7,41,1,2
P7,42,1,2
P7,44,1,2
P7,45,1,2
P7,46,1,2
P7,47,1,2
P7,48,1,2
P7,49,1,2
P7,50,1,2
P7,51,1,2
P7,53,1,2
P7,54,1,2
P7,55,1,2
P7,56,1,2
P7,58,1,2
P7,59,1,2
P7,60,1,2
P7,61,1,2
P7,62,1,2
P7,63,1,2
O1,0,1,2
O1,1,1,2
O1,2,1,2
O1,3,1,2
O1,4,1,2
O1,5,1,2
O1,8,1,2
O1,9,1,2
O1,10,1,2
O1,11,1,2
O1,14,1,2
O1,15,1,2
O1,23,1,2
O1,39,1,2
O1,52,1,2
O1,57,1,2
O2,5,1,2
O2,9,1,2
O2,10,1,2
O2,14,1,2
O2,15,1,2
O2,33,1,2
O2,42,1,2
O2,43,1,2
O2,52,1,2
P8,8,1,2
P8,9,1,2
P8,11,1,2
P8,15,1,2
P8,16,1,2
P8,17,1,2
P8,18,1,2
P8,19,1,2
T8,0,1,2
T8,1,1,2
T8,2,1,2
T8,3,1,2
T8,4,1,2
T8,5,1,2
T8,6,1,2
T8,7,1,2
T8,8,1,2
T8,9,1,2
T8,10,1,2
T8,11,1,2
T8,12,1,2
T8,13,1,2
T8,14,1,2
T8,15,1,2
T8,16,1,2
T8,17,1,2
T8,18,1,2
T8,19,1,2
T8,20,1,2
T8,21,1,2
T8,22,1,2
T8,23,1,2
T8,24,1,2
T8,25,1,2
T8,26,1,2
T8,27,1,2
T8,28,1,2
T8,29,1,2
T8,30,1,2
T8,31,1,2
T8,32,1,2
T8,33,1,2
T8,34,1,2
T8,35,1,2
T8,36,1,2
T8,37,1,2
T8,38,1,2
T8,39,1,2
T8,40,1,2
T8,41,1,2
T8,42,1,2
T8,43,1,2
T8,44,1,2
T8,45,1,2
T8,46,1,2
T8,47,1,2
T8,48,1,2
T8,49,1,2
T8,50,1,2
T8,51,1,2
T8,52,1,2
T8,53,1,2
T8,54,1,2
T8,55,1,2
T8,56,1,2
T8,57,1,2
T8,58,1,2
T8,59,1,2
T8,60,1,2
T8,61,1,2
T8,62,1,2
T8,63,1,2
F8,0,1,2
F8,1,1,2
F8,2,1,2
F8,3,1,2
F8,4,1,2
F8,7,1,2
F8,8,1,2
F8,9,1,2
F8,10,1,2
F8,11,1,2
F8,12,1,2
F8,17,1,2
F8,20,1,2
F8,21,1,2
F8,22,1,2
F8,23,1,2
F8,24,1,2
F8,30,1,2
F8,33,1,2
F8,34,1,2
F8,38,1,2
F8,42,1,2
F8,43,1,2
F8,44,1,2
F8,45,1,2
F8,46,1,2
F8,47,1,2
F8,48,1,2
F8,49,1,2
F8,50,1,2
F8,51,1,2
F8,52,1,2
F8,53,1,2
F8,54,1,2
F8,55,1,2
F8,56,1,2
F8,58,1,2
F8,59,1,2
F8,60,1,2
F8,61,1,2
F8,62,1,2
F8,63,1,2
AF4,4,1,2
AF4,14,1,2
AF4,23,1,2
AF4,24,1,2
AF4,28,1,2
AF4,43,1,2
FC6,9,1,2
FC6,24,1,2
F4,9,1,2
F4,24,1,2
F4,28,1,2
F4,43,1,2
F4,52,1,2
